PRODUCT_ID,PRODUCT_NAME,PRODUCT_CATEGORY,PRICE,SUPPLIER_ID,PRODUCT_COLOR,MANUFACTURING_DATE,EXPIRATION_DATE,WARRANTY_PERIOD,QUANTITY_IN_STOCK,RATING,SALES_VOLUME,WEIGHT_GRAMS,DISCOUNT_PERCENTAGE
prod-00015,Nestle Pure Life Water 6-Pack (15),Beverages,42.27,54d06f28-4c0e-477e-8c12-ab89ef3948f9,Black,2019-12-12,2025-01-30,21 months,137,3.7,1038,883,15
prod-00016,Strawberries 1lb (16),Fruits,65.23,1123deca-acf3-43ff-948c-97a2572bdb64,Orange,2023-12-08,2028-04-10,15 months,422,4.0,4198,1021,0
prod-00017,Sara Lee Honey Wheat Bread (17),Bakery,61.08,230ad586-dfae-425f-925b-e6af0f5c235f,Green,2023-11-20,2026-11-01,13 months,149,4.2,1572,1572,0
prod-00018,Wonder Bread Classic White (18),Bakery,12.26,11204d1a-ca5f-4b96-bb53-7eef54f102fe,Purple,2021-06-29,2025-03-19,35 months,921,3.9,3747,1820,5
prod-00019,Land O'Lakes Butter (19),Dairy,43.82,51ffb0bd-e2b6-48ee-a0f9-067ec5bc30d4,Black,2023-12-18,2025-01-03,22 months,713,4.4,2425,1120,5
prod-00020,Starbucks Cold Brew (20),Beverages,38.70,4817c5c6-0a61-4b94-81bb-3f94a5c66c38,Black,2021-09-03,2028-12-06,31 months,180,3.9,275,126,5
prod-00021,Broccoli Crowns (21),Vegetables,66.70,4e726fae-20c6-4dba-84e0-8a8fead46cb8,Green,2020-05-09,2025-03-07,30 months,711,3.4,1243,1235,30
prod-00022,Stouffer's Lasagna (22),Frozen Foods,28.04,288996c6-8802-42e9-bcf4-abd6a78b80bf,Red,2021-07-05,2027-10-19,22 months,358,3.4,3610,1615,0
prod-00023,Carrots 2lb Bag (23),Vegetables,37.98,d7a8ffe0-4fa3-4102-9f53-645f32d5f026,Red,2024-04-09,2026-09-02,31 months,819,3.0,4162,1940,20
prod-00024,Pepsi Zero Sugar (24),Beverages,87.61,de9dfa1e-0ca0-4548-880c-df65aad3fc89,Blue,2023-11-08,2028-12-27,13 months,393,3.6,1050,1260,20
prod-00025,Nestle Pure Life Water 6-Pack (25),Beverages,30.70,33ad364d-9bc2-4edd-9921-e15a17f2dedf,Black,2024-06-21,2026-03-09,11 months,541,4.5,4536,1661,5
prod-00026,Gatorade Lemon-Lime (26),Beverages,77.58,b2fbd722-a293-4344-8e13-577e0eb55ea3,Black,2020-05-06,2027-08-24,29 months,463,4.6,2844,361,20
prod-00027,Pepsi Zero Sugar (27),Beverages,29.07,7b4172c3-280e-4092-ba1b-816aafddf6f6,Purple,2020-02-13,2025-01-10,12 months,855,3.4,220,746,5
prod-00028,Seedless Red Grapes (28),Fruits,42.37,7324d596-9372-4f84-9fa1-e5c14cdc6d08,Blue,2022-01-28,2029-02-05,7 months,435,4.9,4770,1904,25
prod-00029,Stouffer's Lasagna (29),Frozen Foods,96.68,5280df0f-5eb9-4d73-8e0c-cc2cf810fd03,White,2023-08-04,2026-03-04,21 months,241,4.0,2020,788,10
prod-00030,Green Giant Cauliflower Rice (30),Frozen Foods,71.29,a44e519e-f17c-4a43-9f53-64a205f15841,Orange,2023-06-01,2029-04-06,10 months,326,4.8,1784,621,20
prod-00031,Nestle Pure Life Water 6-Pack (31),Beverages,30.06,01b48ab7-daab-4433-aa52-4bddf2b637d2,Purple,2022-08-12,2028-10-06,18 months,210,4.4,1068,1422,25
prod-00032,Popcorners Kettle Corn (32),Snacks,53.73,7551aa4a-13e7-48ea-9fad-dc2775d82586,Yellow,2021-01-04,2026-09-10,34 months,509,4.4,3908,1233,0
prod-00033,Dave's Killer Bread (33),Bakery,46.53,dfc762a2-17e4-483a-9af5-71527c3f58de,Blue,2022-07-05,2029-07-24,28 months,363,3.2,4880,1556,25
prod-00034,Navel Oranges (34),Fruits,80.06,e86501b1-503d-4361-b19c-6c7021f26979,Black,2020-08-31,2029-04-26,33 months,71,3.4,3415,1602,15
prod-00035,Organic Baby Spinach (35),Vegetables,14.05,8c9934fc-cead-42b0-8ce0-3e2f5ef71285,Red,2024-03-12,2024-09-14,32 months,302,3.0,4838,723,25
prod-00036,DiGiorno Pepperoni Pizza (36),Frozen Foods,26.55,1d63bd09-bf90-4323-8860-8e81aac66a35,Purple,2020-10-16,2028-02-23,24 months,797,4.4,1204,1736,25
prod-00037,Silk Almond Milk (37),Dairy,18.26,d3fa7b06-1067-4472-9d2c-3e3b647f007f,Black,2023-09-03,2029-04-07,6 months,906,3.7,4489,1909,25
prod-00038,Nature Valley Granola Bars (38),Snacks,25.07,1a653c04-a41a-4297-834b-b971273e55b2,Orange,2023-04-14,2026-06-19,27 months,610,4.6,2605,366,30
prod-00039,Horizon Organic Whole Milk (39),Dairy,23.71,e7f0472f-dcd8-4a0b-b1a3-71ba5735f5f5,Blue,2021-12-30,2028-04-27,12 months,524,3.7,4942,877,0
prod-00040,Silk Almond Milk (40),Dairy,19.25,50f98186-f054-4d52-9972-166c3cdeabd2,Black,2020-09-18,2027-01-26,29 months,108,4.6,3984,767,0
prod-00041,Nature Valley Granola Bars (41),Snacks,39.05,0ddab9bd-7edf-4093-a937-0c099e07fcdc,Orange,2022-07-14,2029-07-24,15 months,560,3.3,832,1336,15
prod-00042,Thomas' English Muffins (42),Bakery,46.38,bc42b131-d820-4d26-94d8-0300c31b6dfd,Red,2020-03-05,2025-03-01,34 months,731,3.3,1681,1432,5
prod-00043,Popcorners Kettle Corn (43),Snacks,79.02,a9122ff1-be35-4e32-81c6-23ed5e0c4195,Purple,2022-04-13,2024-11-27,9 months,525,3.7,3779,153,20
prod-00044,Popcorners Kettle Corn (44),Snacks,23.38,74981f93-dfe0-4e8e-9920-efcdb45f0f22,Yellow,2022-12-20,2027-02-23,36 months,749,3.8,3952,1788,0
prod-00045,King's Hawaiian Rolls (45),Bakery,98.29,cd80d962-4b9a-4155-8aa2-a1a59d482346,White,2020-11-05,2027-05-28,12 months,832,3.7,2527,873,20
prod-00046,Thomas' English Muffins (46),Bakery,12.42,d12376d4-87d8-4e19-8e77-80e7c4c8570e,Black,2023-05-07,2027-09-23,22 months,239,4.5,423,1997,30
prod-00047,Strawberries 1lb (47),Fruits,77.06,457ad336-4069-40ab-a6d4-84399c52d5c3,Green,2022-12-03,2024-10-16,22 months,736,3.2,3799,494,15
prod-00048,Russet Potatoes 5lb (48),Vegetables,39.87,9a3a1955-3df2-4998-949a-cc375f78c6f3,Purple,2022-10-20,2026-11-27,23 months,612,3.7,3092,611,25
prod-00049,Stouffer's Lasagna (49),Frozen Foods,46.75,6b1c45c4-3f07-46a2-9542-c3493158626d,White,2023-02-23,2026-10-27,22 months,925,4.7,461,900,15
prod-00050,King's Hawaiian Rolls (50),Bakery,87.62,5f0fd561-aa44-423e-af6c-7f49d1a62602,White,2023-05-05,2025-08-15,8 months,616,3.1,2200,424,30
prod-00051,Marie Callender's Chicken Pot Pie (51),Frozen Foods,82.72,a48a102a-5b4f-47a1-845b-32e0130744b0,Yellow,2021-12-01,2025-08-16,14 months,293,4.9,4597,1861,20
prod-00052,Chex Mix Traditional (52),Snacks,9.71,5c171a1d-deca-4727-b0aa-816cda842875,White,2020-09-21,2027-06-12,9 months,881,5.0,4876,195,20
prod-00053,King's Hawaiian Rolls (53),Bakery,87.40,54b81020-a3d6-4b8c-a162-a0caeb98ff1b,Yellow,2023-09-26,2027-02-13,33 months,554,3.2,1992,273,30
prod-00054,Red Bell Peppers (54),Vegetables,57.50,4d198915-559d-4366-ac9a-2fcab851d1d3,Green,2022-09-24,2029-03-03,26 months,180,3.6,2854,443,15
prod-00055,Starbucks Cold Brew (55),Beverages,27.30,fec0fcb2-4883-4ede-80ac-9f7b2e734c2b,Purple,2023-10-07,2026-05-13,9 months,534,3.7,1572,304,5
prod-00056,Land O'Lakes Butter (56),Dairy,92.46,f7e19b81-442b-4fdb-85e2-55e79ba45cb8,Black,2023-02-17,2027-04-23,36 months,868,4.6,1206,154,20
prod-00057,Chobani Greek Yogurt (57),Dairy,86.77,21934d5b-9dfb-4eb3-8f62-708cc3579981,Orange,2023-01-06,2025-11-08,23 months,696,4.2,2526,1870,30
prod-00058,Birds Eye Steamfresh Broccoli (58),Frozen Foods,99.37,9876d85d-4c0b-40e8-8523-4ccf39ad32fc,Purple,2022-06-01,2026-08-30,14 months,70,4.3,1903,809,10
prod-00059,Navel Oranges (59),Fruits,64.96,18e30c68-3d5d-479e-a286-5aa68c05bd5e,Purple,2023-11-27,2028-12-20,25 months,890,4.5,2127,325,25
prod-00060,Lay's Classic Potato Chips (60),Snacks,75.70,ba65e510-47c5-43f6-a7ba-538f9f90895d,Red,2022-12-23,2024-08-27,15 months,216,3.2,180,1430,30
prod-00061,Navel Oranges (61),Fruits,77.37,291de6d8-0631-4d51-b829-5a57f12c351a,Purple,2023-07-05,2028-01-14,21 months,323,4.7,3068,1404,30
prod-00062,Dave's Killer Bread (62),Bakery,9.02,67a8fb28-2295-4665-a383-ad4c2e2bdf52,Purple,2023-01-21,2026-11-09,27 months,437,4.4,2641,1740,10
prod-00063,Broccoli Crowns (63),Vegetables,31.87,8080d4f7-86e2-48ff-be63-b3893c8ef2ac,Yellow,2022-12-21,2024-12-30,18 months,650,4.2,3839,1914,20
prod-00064,King's Hawaiian Rolls (64),Bakery,47.73,9d33d449-33d8-4204-b3fd-0c1e87f98adc,Green,2021-01-26,2024-11-16,31 months,365,4.8,3088,1813,0
prod-00065,Pringles Sour Cream & Onion (65),Snacks,88.21,f80545ab-572e-4fd1-974b-1d4318fae44d,White,2022-12-31,2026-12-04,17 months,63,4.4,4936,401,15
prod-00066,Lay's Classic Potato Chips (66),Snacks,50.58,cda3ac47-5c39-4dd8-88af-46f4566e31fe,Green,2021-10-18,2025-05-13,11 months,291,3.4,424,1328,5
prod-00067,Kind Protein Bars (67),Snacks,84.78,fa5503f1-dbde-4a1d-87d6-1fa810b6e65c,Black,2022-11-02,2027-11-11,27 months,826,3.9,2461,319,10
prod-00068,Sargento Shredded Cheddar (68),Dairy,48.05,d2e4052e-a89c-4535-b688-6976184ed249,Red,2022-12-25,2025-04-03,22 months,395,4.0,1334,1103,10
prod-00069,Chex Mix Traditional (69),Snacks,69.66,9bec5d68-76f8-42a9-841f-5ed1b037c1b9,Purple,2021-07-13,2027-09-27,20 months,614,3.1,202,527,0
prod-00070,Silk Almond Milk (70),Dairy,87.47,a59483eb-3daa-41a1-a891-194f421d7724,Orange,2024-02-20,2028-05-05,21 months,947,4.9,846,240,20
prod-00071,Nestle Pure Life Water 6-Pack (71),Beverages,88.62,2bf7b7f0-9399-415b-afff-0a9abff92aed,Blue,2020-08-09,2027-09-25,27 months,389,3.3,3791,554,0
prod-00072,Entenmann's Chocolate Donuts (72),Bakery,29.19,9ab2dadf-6969-4606-b5b8-b641996cbccb,Black,2019-10-20,2027-04-07,13 months,141,4.4,3585,244,5
prod-00073,Lay's Classic Potato Chips (73),Snacks,82.33,a93c29f3-bd7e-4b21-bf14-2e23d6ad5ce9,Yellow,2023-06-01,2028-06-06,33 months,416,4.0,1347,1068,20
prod-00074,Blueberries Pint (74),Fruits,93.96,9883f439-5057-4089-95db-382e361d83d3,Green,2020-06-14,2027-04-25,14 months,504,3.1,3164,625,10
prod-00075,Strawberries 1lb (75),Fruits,93.76,a4a5c978-e436-4571-96d6-ac06a7fc9dbc,Orange,2022-01-08,2027-08-21,23 months,477,4.8,1819,257,10
prod-00076,Dole Pineapple Chunks (76),Fruits,86.60,e7ce160c-0bf3-4cf0-8f4d-99a166b238cf,Red,2024-05-28,2025-07-15,34 months,558,4.7,2302,204,30
prod-00077,Kind Protein Bars (77),Snacks,16.38,3dd36a28-7ef4-4985-a266-460e3bb771b4,Red,2020-01-12,2029-05-20,7 months,825,4.0,3405,841,15
prod-00078,Tropicana Orange Juice 1L (78),Beverages,23.77,639d4d74-f78b-4feb-909a-ac6bc92a15ea,Red,2021-01-18,2025-12-09,11 months,992,3.5,2636,989,5
prod-00079,Avocados 4-Pack (79),Fruits,38.71,6ef5b560-7b96-4bf3-93e6-f1af7f7fb48a,Yellow,2022-11-12,2025-12-27,8 months,84,3.2,3585,388,30
prod-00080,Sweet Potatoes (80),Vegetables,72.90,0874c47f-181d-4107-a103-5c7965795d0c,Purple,2019-09-14,2029-01-20,36 months,255,3.7,1889,731,30
prod-00081,Red Bull Energy Drink (81),Beverages,52.01,22c510ed-90d5-4523-a88c-256cac22b215,White,2021-01-27,2027-09-08,27 months,130,3.5,1864,1817,10
prod-00082,Land O'Lakes Butter (82),Dairy,22.43,518b4c4d-963f-4453-9b05-306bed87f25b,Red,2024-01-17,2027-07-22,27 months,981,4.0,3457,1308,0
prod-00083,Green Giant Cauliflower Rice (83),Frozen Foods,42.78,db436e6f-bc88-4503-9844-083ce52a937d,Green,2020-02-14,2028-11-17,19 months,611,4.9,4782,1340,10
prod-00084,Thomas' English Muffins (84),Bakery,16.09,8cad2d0c-cabc-491d-9480-f26eaf023bf8,White,2023-06-11,2026-06-20,10 months,921,4.1,3097,1154,0
prod-00085,Broccoli Crowns (85),Vegetables,87.58,a0747978-fdaa-4b89-b173-65b74a820e18,Purple,2021-06-16,2027-03-18,22 months,437,4.8,359,378,0
prod-00086,Starbucks Cold Brew (86),Beverages,67.08,fe743913-a9e0-470d-a9c9-cf714d695c16,Orange,2019-11-30,2025-05-25,19 months,51,4.3,2018,1047,25
prod-00087,Green Giant Cauliflower Rice (87),Frozen Foods,68.07,723659ad-1d03-4333-8d26-9d899c0b6291,White,2024-08-05,2025-02-16,24 months,439,4.0,1886,1598,25
prod-00088,Popcorners Kettle Corn (88),Snacks,44.42,e96306aa-1d80-4309-901b-f63f059e3390,Orange,2019-12-11,2027-08-21,10 months,615,4.7,199,324,30
prod-00089,Land O'Lakes Butter (89),Dairy,41.88,4e8b35d6-dc06-42ff-9e01-4b6a0a237fd5,Yellow,2021-07-06,2025-05-09,12 months,155,3.9,4005,1945,25
prod-00090,Lay's Classic Potato Chips (90),Snacks,44.77,7bed24ff-3507-4ec4-8234-becfa0f33a11,Purple,2022-03-02,2025-09-06,19 months,821,4.7,2442,1810,20
prod-00091,Cucumbers 2-Pack (91),Vegetables,74.04,2aadf802-7321-4a14-a8b9-288f09b0824f,Green,2023-12-06,2025-08-15,21 months,871,3.6,3333,1300,20
prod-00092,Popcorners Kettle Corn (92),Snacks,5.59,d194e877-9afd-487c-b8c5-fd455a4caddb,Green,2020-10-15,2029-08-19,30 months,526,3.3,3349,183,30
prod-00093,Cabot Vermont Cheddar (93),Dairy,7.64,218d3002-a4d4-4b2d-827a-8069b7c1f947,Yellow,2020-03-03,2026-04-19,7 months,752,4.7,427,1691,10
prod-00094,Seedless Red Grapes (94),Fruits,41.54,c2fc61fd-e369-4929-96fa-6423cd7ac4a0,Yellow,2022-06-08,2029-01-04,29 months,451,4.2,1451,191,10
prod-00095,Land O'Lakes Butter (95),Dairy,11.83,bd5c6a49-ac41-4038-aac0-c50c6993d47e,Black,2020-07-21,2026-02-09,9 months,779,4.8,2911,107,0
prod-00096,Chobani Greek Yogurt (96),Dairy,85.33,b13f3525-69e0-46db-bff7-7efab8beed94,Green,2020-12-29,2027-12-05,15 months,605,4.9,2389,1785,20
prod-00097,Avocados 4-Pack (97),Fruits,26.47,3b27d32e-66cc-40e6-adb5-5329df4a27d2,Yellow,2023-11-16,2028-03-26,26 months,211,3.1,1465,1697,30
prod-00098,Sweet Potatoes (98),Vegetables,17.71,bd5bc524-adf9-4fce-a72b-0c5fa882e7ad,Blue,2022-07-28,2028-04-15,36 months,251,4.0,3262,1177,10
prod-00099,Ben & Jerry's Chocolate Fudge Brownie (99),Frozen Foods,2.08,dbdbd6b7-9051-4a01-85c6-9a3106e1ca07,Yellow,2021-06-10,2026-09-18,16 months,319,3.7,3199,1286,20
prod-00100,Organic Gala Apples (100),Fruits,94.21,526de52a-97ff-4660-8619-d6d8e7f1e847,Blue,2024-04-30,2024-11-16,19 months,912,4.3,4654,1754,5
prod-00101,Pepsi Zero Sugar (101),Beverages,46.50,5915dcf1-4899-4de6-b408-ffeb2de60bfe,Yellow,2019-11-17,2027-08-14,21 months,865,4.6,3802,578,0
prod-00102,Marie Callender's Chicken Pot Pie (102),Frozen Foods,87.77,27be97a1-1b39-4b96-aa6c-9eb5fcbdb78e,Green,2024-05-11,2026-03-18,18 months,320,3.6,1508,207,25
prod-00103,Broccoli Crowns (103),Vegetables,3.69,8cc0520a-d242-49ab-a459-c6cd3695a052,Purple,2024-07-21,2028-09-19,12 months,505,4.1,1610,1979,30
prod-00104,Roma Tomatoes (104),Vegetables,34.53,3a4e04dd-d419-493d-9740-1c276ccae74b,Blue,2021-01-02,2026-03-19,32 months,511,4.4,319,1394,20
prod-00105,Dave's Killer Bread (105),Bakery,31.60,245f8373-885a-4246-b265-7d9573216ffd,Purple,2022-02-05,2025-08-28,35 months,776,3.3,2268,1749,10
prod-00106,Lipton Green Tea (106),Beverages,70.73,0c9b55f1-cb5c-490c-95e9-ce6b32797bf9,Red,2020-04-25,2029-04-30,18 months,301,4.6,3286,336,30
prod-00107,Lay's Classic Potato Chips (107),Snacks,39.09,1efcc50a-f154-447f-869d-73622b237e13,Black,2022-10-05,2029-04-22,15 months,751,4.2,3339,1384,30
prod-00108,Seedless Red Grapes (108),Fruits,59.83,e55ceef3-66ef-4497-848f-2a7780ccde34,Green,2023-12-30,2026-06-15,13 months,345,4.9,4630,1081,0
prod-00109,Coca-Cola Classic 12-Pack (109),Beverages,33.29,1550f476-428d-43e1-bb48-d1ceb45644c1,Red,2021-01-19,2025-01-04,28 months,774,3.7,1369,628,15
prod-00110,Land O'Lakes Butter (110),Dairy,16.46,075ebb27-da27-4d43-8ac5-8246f90f0a53,Green,2022-03-10,2028-06-27,26 months,769,3.2,4475,1727,0
prod-00111,Yoplait Original Yogurt (111),Dairy,34.95,1dae2e90-1ed0-4ebe-b014-1ba0306fc0d2,Purple,2020-10-07,2028-04-05,23 months,798,4.0,3917,728,5
prod-00112,Coca-Cola Classic 12-Pack (112),Beverages,7.96,7bd0e4de-6dfa-4024-a72f-ae76b5dd6d7b,Orange,2023-06-09,2026-11-18,28 months,387,3.2,167,1510,0
prod-00113,Wonder Bread Classic White (113),Bakery,20.68,5fe7937c-3abf-4d9d-b0a8-2103a7228c20,Yellow,2023-02-18,2027-11-10,20 months,928,4.9,1771,1526,25
prod-00114,Tropicana Orange Juice 1L (114),Beverages,26.92,b077919f-df43-4dcb-a98c-35e59cd0511b,Green,2022-04-01,2027-04-03,19 months,102,3.1,842,1481,25
prod-00115,Birds Eye Steamfresh Broccoli (115),Frozen Foods,68.61,45671bd2-55f6-450e-96c2-dede023eb689,Blue,2024-05-30,2027-09-09,23 months,841,4.5,2112,1342,20
prod-00116,Avocados 4-Pack (116),Fruits,48.61,9ab53ba1-d89d-49e5-9518-cb95a051314b,Purple,2023-09-08,2028-06-09,27 months,971,4.1,1805,1588,20
prod-00117,Organic Baby Spinach (117),Vegetables,17.75,fb1ac21f-cb53-4708-be24-c20d5a5aabbf,Blue,2023-10-11,2025-11-01,15 months,266,3.7,1546,1091,10
prod-00118,Doritos Nacho Cheese (118),Snacks,56.62,063b2de7-3b32-4b5f-9b38-ee9459d1186a,Blue,2021-11-13,2025-06-11,28 months,813,3.1,3169,1544,10
prod-00119,Popcorners Kettle Corn (119),Snacks,13.26,8de536c2-b57b-4e69-a70b-0fa9b5f9611a,Orange,2023-01-03,2025-09-08,30 months,237,4.2,390,1272,0
prod-00120,Chex Mix Traditional (120),Snacks,77.74,a1b7b37c-ed87-4b2a-b07e-b99cd7baee06,Black,2021-07-01,2026-04-07,33 months,429,4.2,3779,1480,25
prod-00121,Birds Eye Steamfresh Broccoli (121),Frozen Foods,61.06,941cb1bd-87e0-450b-ba72-409641b8db2a,Yellow,2020-12-16,2028-12-30,28 months,542,3.6,4010,1174,0
prod-00122,Stouffer's Lasagna (122),Frozen Foods,14.56,41f1e5ee-65be-4f40-852e-83f8e83ab511,Purple,2024-07-04,2026-08-22,34 months,90,4.8,4751,153,30
prod-00123,Avocados 4-Pack (123),Fruits,56.36,89ecd98d-2f9b-4859-8ff1-e7b27a4708e7,Purple,2022-01-13,2026-11-20,15 months,206,3.6,452,1262,25
prod-00124,Pepperidge Farm Milano Cookies (124),Bakery,85.03,4e818d9b-9b51-4f7c-a1b8-5df0e62d1ab8,Black,2022-03-24,2029-08-16,36 months,64,3.9,1363,1793,30
prod-00125,Tropicana Orange Juice 1L (125),Beverages,78.83,2a22c9b3-4223-43e0-902c-4363ecd8def4,Red,2023-06-11,2028-09-14,34 months,862,4.1,1926,1981,0
prod-00126,Chobani Greek Yogurt (126),Dairy,59.07,69c481f8-544c-42b6-b4fd-e945c37570ee,Purple,2024-07-15,2027-07-04,8 months,114,3.2,4478,848,20
prod-00127,Popcorners Kettle Corn (127),Snacks,36.54,20d270e2-e571-47cc-8b2b-350dc4e2f2b3,Red,2023-04-10,2027-08-03,29 months,906,4.9,1705,1236,20
prod-00128,Nestle Pure Life Water 6-Pack (128),Beverages,34.36,44d2e08e-645b-409f-a99b-4ba628a1762f,Yellow,2021-01-06,2027-08-07,22 months,888,3.7,3936,526,15
prod-00129,Hot Pockets Ham & Cheese (129),Frozen Foods,58.34,eb14562b-4f16-4817-8b8e-69b9c21cc47a,Blue,2024-05-22,2027-06-19,9 months,570,3.2,3498,597,15
prod-00130,Dole Pineapple Chunks (130),Fruits,92.90,c9c09190-5e2f-412f-90d0-6a6540d1584f,Blue,2023-07-03,2026-08-14,16 months,393,3.8,4651,1415,15
prod-00131,Ben & Jerry's Chocolate Fudge Brownie (131),Frozen Foods,26.26,a1517078-ea34-4da8-80c6-686aaf40bc0a,Blue,2022-11-27,2027-01-27,23 months,178,4.2,3106,445,10
prod-00132,Lipton Green Tea (132),Beverages,85.39,93abfe6d-629a-48fa-b766-98f17cbcc5f9,Orange,2020-11-19,2027-09-14,15 months,697,4.0,1104,610,20
prod-00133,Stouffer's Lasagna (133),Frozen Foods,65.05,8fd6bd33-45f5-4ac7-9844-ee787e7ebb97,Blue,2020-12-31,2025-08-04,34 months,521,4.4,2178,540,0
prod-00134,DiGiorno Pepperoni Pizza (134),Frozen Foods,51.89,5a41bd11-ac64-45bb-9e69-c4a3b5097f69,Black,2022-09-22,2028-01-23,34 months,112,3.1,2595,1869,0
prod-00135,Blueberries Pint (135),Fruits,61.56,80cabc9f-1d53-449c-8941-7f8bfa126216,Purple,2024-03-15,2025-10-16,36 months,188,3.6,2361,1755,15
prod-00136,Gatorade Lemon-Lime (136),Beverages,11.26,20725060-eefe-44d9-980c-b826997353a8,Yellow,2022-01-04,2029-08-09,14 months,548,4.6,3864,1726,10
prod-00137,Philadelphia Cream Cheese (137),Dairy,11.61,2bc0b82b-b581-4953-963a-d02f67e62efb,Orange,2019-12-26,2025-09-13,32 months,642,3.2,1837,1021,10
prod-00138,Avocados 4-Pack (138),Fruits,72.47,a2835000-ef3d-4f5f-877a-21db7facf392,White,2023-11-13,2026-03-04,23 months,441,4.7,3196,821,15
prod-00139,Entenmann's Chocolate Donuts (139),Bakery,29.83,0ed1cd44-aaab-4981-95fb-4363ed1211a4,Purple,2020-04-10,2029-07-01,16 months,724,3.2,2544,1604,0
prod-00140,Russet Potatoes 5lb (140),Vegetables,65.24,ab61fb42-1c0f-4f07-9634-be99a0ee8715,Red,2024-04-10,2027-10-24,13 months,468,4.7,436,327,10
prod-00141,Entenmann's Chocolate Donuts (141),Bakery,56.35,f9a0d6e1-1d4c-498e-8dc8-30a8a8338cc6,White,2021-02-24,2028-12-10,34 months,338,3.7,3083,1096,25
prod-00142,Silk Almond Milk (142),Dairy,5.65,a484db94-22c6-49c1-a337-4ca8933b17b5,Blue,2024-08-16,2029-07-26,22 months,428,4.2,1067,709,25
prod-00143,Oreo Double Stuf Cookies (143),Snacks,32.49,7fe77f68-b04a-482b-a872-7b13777d789a,Red,2023-11-07,2025-05-24,13 months,822,3.3,771,927,5
prod-00144,Roma Tomatoes (144),Vegetables,96.60,b72530b0-ec0f-43ac-9e7f-4252e6c7df84,Green,2022-10-03,2028-06-22,7 months,539,3.1,1403,1213,25
prod-00145,Pepsi Zero Sugar (145),Beverages,30.40,af7386d3-04ae-4f4d-b414-b5b06ed9cbc0,Orange,2024-02-06,2029-05-10,19 months,280,3.4,4964,889,15
prod-00146,Bananas Bunch (146),Fruits,25.64,c73cf1b6-c362-4043-97d9-aaab5055fdf5,Yellow,2021-01-17,2025-01-03,21 months,90,3.3,2770,1659,0
prod-00147,Silk Almond Milk (147),Dairy,8.55,5b1eff4e-f2fc-4ef1-8ab6-62aa91a51ba1,Purple,2019-10-04,2025-08-03,28 months,77,3.6,2706,495,5
